Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts and maps;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Longitude;Altitude;a10
Thebes;Thebes? Tomb of Queen Isemkheb, 21st dynasty 4 pottery dishes with vegetables among which dates and kernels, Also a small stick with strumg dates, NEW_ISEM;1050 BC;-1050;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Thutmoses IV, Tomb of Khis, Thebes, 18th dynasty dates in several pottery dishes with other fruits NEW_KHIS;1390 BC;-1390;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Tomb of Ra-Mose, Thebes, 18th dynasty a basket with dates, bread and raisins disposed in 3 small pottery dishes NEW_RA_MOSE;1500 BC;-1500;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Amenophis II, 18th dynasty in the tomb of Sennufer some very small dates and kernels mixed with other material, Thebes NEW_SENN;1400 BC;-1400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;19th dynasty dates NEW_THEB;1290 BC;-1290;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;18th dynasty six baskets with seedless dates in the tomb of Tut-Ankh-Amon NEW_TUT;1330 BC;-1330;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;25,73416667;32,60833333;82;820
Thebes;Thebes, Mummy bread dates K 40702;?;?;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;25,73416667;32,60833333;82;820
Thèbes;Tombe de Toutankhamon (KV62)/Tutan C66-C91, 3 seeds;c, 1350 BC;-1350;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Newton et al, 2013;P dactylifera;25,74022222;32,60133333;187;1870
Thèbes;Thèbes Dépotoir /C 3;c, 750 AD;750;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Newton et al, 2013;P dactylifera;25,74022222;32,60133333;187;1870
Tinda;Tinda, Wadi Al-Ajal, S, Libya;400 BC-750 AD;-400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mercuri et al, 2009;P dactylifera;26,56133611;12,76140833;685;6850
Tours;Tours, France, Early Roman, date together with pine nut, grape and coriander;0 AD;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Livarda 2013;P dactylifera;47,39464167;0,68484444;47;470
Uan Muhuggiag;Uan Muhuggiag, Tadrart Acacus, Libya;1800- 200 BC;-1800;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Van der Veen 1995;P dactylifera;24,82863333;10,33469444;1125;11250
Uan Muhuggiag;Tadrart Acacus, Ghat, Libya, fossil date seeds;150 BC;-150;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Lézine et al, 2011;P dactylifera;24,82863333;10,33469444;1125;11250
Uan Muhuggiag (Libya);Three date stones (Phoenix sp,) were found in the uppermost layer of Uan Muhuggiag (Libya), One of these gave a radiocarbon date of 2130 ± 70 BP RO_UAN;130 BC;-130;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Van der Veen 1995;P dactylifera;24,90000000;10,36666667;1162;11620
ULVS, Mizda and Beni Ulid;Mizda and Beni Ulid (Bani Waled), Tripolitania, Libya;50- 650 AD;50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Van der Veen 1995;P dactylifera;31,76107500;13,99735278;222;2220
Umm Balad;Umm Balad Dépotoir /UB3304 - UB 2221;c, 100 AD;100;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Newton et al, 2013;P dactylifera;27,80917778;32,77065833;653;6530
Ur;Many fragments of date stone were found in Queen Pu-abi’s grave at Ur only a few were complete enough to measure BA_UR_1;2500 BC;-2500;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Beech 2003, Renfrew 1987 a;P dactylifera;30,96250000;46,10305556;3;30
Uruk;Uruk, date stones? BA_URUK;1800 BC;-1800;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Moorey and Postgate 1992;P dactylifera;39,32439167;45,63878889;23;230
Valladas;Valladas, Saint Paul Trois Câteaux, France;20-190 AD;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Bouby and Marinval 2004;P dactylifera;44,34723333;4,76835278;117;1170
Vetren;Vetren, Silistra, Bulgaria;50 AD;50;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Popova 1986;P dactylifera;42,27997500;24,04768056;400;4000
Vindonissa;Vindonissa, Brugg, Switzerland, 316 date fruit fragments in charred wooden barrels;20 AD;20;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Livarda 2013;P dactylifera;47,48445278;8,20582778;353;3530
Wadi Abu Ma'amal;Main Fort Village Date kerneks and fruits;c, 150 AD;150;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Van der Veen and Tabinor 2007;P dactylifera;27,25055556;33,30166667;656;6560
Wadi Qitna;Phoenix dactylifera present;300 AD;300;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Fuller 2008;P dactylifera;23,47166667;32,81805556;185;1850
Xanten;Xanten, Rhine, Germany, five date fruits in a cremation in insula 26;0 AD;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Livarda 2013;P dactylifera;51,65710278;6,44866111;23;230
Zinkekra;Zinchecra is a fortified promontory site 3,5 km sw of Garama (Germa in the Wadi el-Agial, ca, 700 km south of Tripoli) (ca, 700-500 BC onwards), A total of 426 (P, dactylifera) date stones was found, MA_ZINCH;600 BC;-600;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Van der Veen 1992;P dactylifera;26,49460278;13,06247500;532;5320
Zinkekra;Zinchecra, Zinkekra (Zankakrah), S, Libya;400 BC-750 AD;-400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mercuri et al, 2009;P dactylifera;26,49460278;13,06247500;532;5320
Zinkekra;date remains in Zinkekra early Garamantian settlement;c, 900-500 BC;-700;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mattingly 2011;P dactylifera;26,49460278;13,06247500;532;5320
Feewat;Feewat - Fewet, Wadi Tanezzuft, Ghat, Libya;400 BC-750 AD;-400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mercuri et al, 2009;P dactylifera;24,95255833;10,08074444;687;6870
Wadi Teshuinat, Akakus;Fruit stones of Phoenix sp, UMH Uan Muhuggiag shelter, Middle Holocene;c, 1000 BC;-1000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mercuri 2008;P dactylifera;24,85222222;10,51277778;888;8880
Rusinga Island;Phoenix fossil seed Site R 117 area 7 surface material Hiwegi Formation early Miocene;17,9 Ma;-17900000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Collinson et al, 2009;P reclinata;-0,40820556;34,14972778;1164;11640
Ghwair I, Wadi Feinan;Phoenix one seed recovered from Ghwair - Ghwayr I, Feynan Valley - Ghwayr Valley c, 10 ka;c, 10 ka;-8000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Collinson et al, 2009;P dactylifera;31,18690000;35,51144444;339;3390
Hili;A carbonised mass of pitted dates in a collective burial pit from the end of the Umm an-Nar period (c, 2200-2000 BC);2100 BC;-2100;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Collinson et al, 2009;P dactylifera;24,29270000;55,79410000;267;2670
Petra;Phoenix cf, Dactylifera identified from phases II to VI of the Petra Garden and Pool Complex Nabatean - Early Roman;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Ramsay and Bedal 2015;P dactylifera;30,32900556;35,44466944;885;8850
Petra;Phoenix cf, Dactylifera identified from phases II to VI of the Petra Garden and Pool Complex Renovation Late Roman c, 200 AD;200 AD;200;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Ramsay and Bedal 2015;P dactylifera;30,32900556;35,44466944;885;8850
Petra;Phoenix cf, Dactylifera identified from phases II to VI of the Petra Garden and Pool Complex  Squatter farmers Early Byzantine late 6th century CE;570 AD;570;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Ramsay and Bedal 2015;P dactylifera;30,32900556;35,44466944;885;8850
Saruq al-Hadid;Phoenix dactylifera 6 charred seeds Saruq Al-Hadid Horizon V;3600 BP;-1600;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Weeks et al, 2017;P windmillis;24,83645000;55,37074722;94;940
Saruq al-Hadid;Phoenix dactylifera 22 charred seeds Saruq Al-Hadid Horizon IV;3300 BP;-1300;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Weeks et al, 2017;P windmillis;24,83645000;55,37074722;94;940
Saruq al-Hadid;Phoenix dactylifera 1 mineralized seed Saruq Al-Hadid Horizon II;2600 BP;-600;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Weeks et al, 2017;P windmillis;24,83645000;55,37074722;94;940
Kunal;Phoenix dactylifera seeds in Early Harappan Kunal 3000-2500 BC;2800 Bc;-2800;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pokharia & Srivastava 2013;P windmillis;29,62805556;75,67888889;220;2200
Rohira;Phoenix dactylifera seeds in Early Harrapan Rohira 2300-2000 BC;2200 BC;-2200;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pokharia & Srivastava 2013;P windmillis;30,63666667;75,85111111;251;2510
Balu;Phoenix dactylifera seeds in Mature Harrapan Balu 2000-1700 BC;2000 BC;-2000;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pokharia & Srivastava 2013;P windmillis;29,65055556;76,36805556;237;2370
Rupar, Punjab;Phoenix dactylifera seeds in Harrapan Ropar 2500-1700 BC;2100 BC;-2100;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pokharia & Srivastava 2013;P windmillis;30,96634444;76,52352500;274;2740
Makayn?n;" Deux sites supplémentaires ont livré des graines de dattes sans que la présence de palmeraies ne puisse être avancée pour le moment :
– Makayn?n (?a?ramawt oriental), dans les niveaux du début du ier millénaire av, J,-C,
– Al-Adhla? (région de Dham?r), début de l’ère chrétienne (Lewis 2005 : 293)";900 BC;-900;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;16,11698889;49,23945278;617;6170
Al-Adhla?;" Deux sites supplémentaires ont livré des graines de dattes sans que la présence de palmeraies ne puisse être avancée pour le moment :
– Makayn?n (?a?ramawt oriental), dans les niveaux du début du ier millénaire av, J,-C,
– Al-Adhla? (région de Dham?r), début de l’ère chrétienne (Lewis 2005 : 293)";100 AD;100;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Schiettecatte 2013;P dactylifera;14,56138333;44,11777222;1852;18520
Raja-Nal-ka-Tila;One seed of Phoenix cf, sylvestris in Iron Age levels;1400 BC;-1400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Pokharia et al, 2017;P sylvestris;24,64195000;83,38989444;417;4170
El Faiyum;numerous dates and kernels as well as necklaces composed of flowers and young fuits GRA_FAYU;150 AD;150;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;29,31320278;30,84187778;29;290
El Faiyum;2 necklaces of female flowers and 2 of small fruits GRA_FAYU2;160 AD;160;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Täckholm and Drar 1950;P dactylifera;29,31320278;30,84187778;29;290
Hawara;Hawara, Necklace with Flowers K 26510 Grave in cemetery;50 BC;-50;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Brush of inflorescence K 26724 Grave in cemetery;50 BC;-50;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Barrel Springs;Phoenix pollen and male flowers Eocene c, 49,5 Ma UF18150-56374 Laney Member of the Green River Formation, Barrel Springs near Wamsutter, Wyoming, holotype of Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;41,42923611;-108,05553056;2070;20700
Kemmerer;Phoenix male flowers Eocene c, 49,5 Ma Fossil Butte Memeber (Blue Moon Fish Quarry UF 00319: Kemmerer Wyoming Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;41,76741111;-110,59594167;2121;21210
Garfield County;Phoenix male flowers Eocene c, 49,5 Ma Green River Formation Garfield County Colorado USNM loc, 41140, Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;39,50041389;-108,00000000;1789;17890
SW Wyoming;Phoenix male flowers Eocene c, 49,5 Ma Blue Rim flora of the Bridger Formation UF loc 15761, 15761N, 15761S, 19296, SW Wyoming, Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;41,75748611;-109,33639444;2161;21610
Riverton;Phoenix male flowers Eocene c, 49,5 Ma A single specimen has been recovered from the Wind River Formation to the northeast of Riverton, Wyoming in NE Fremont county DMNH loc 5102, Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;43,22114444;-107,98041944;1535;15350
Watson;Phoenix male flowers Eocene c, 49,5 Ma Green River Formation, Parachute Creek Member, Watson, Utah, UCMP loc PB02016, Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;39,88220833;-109,15858056;1638;16380
Rio Blanco;Phoenix male flowers Eocene c, 49,5 Ma Green River Formation, Rio Blanco County, Colorado, UF 00579, USNM-USGS 8643 8644, Phoenix windmillis;49,5 Ma;-49500000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;Allen 2015;P windmillis;39,97156111;-108,23746667;1969;19690
Abu-Sha'ar, Red Sea;Leaf fragments and rope of fibres;c, 500 AD;500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Fadi 2013;P dactylifera;27,38054444;33,58571111;212;2120
Al Lahun;Al Lahun, Henna tied with date palm, K 26662;?;?;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,20815833;30,97797222;27;270
Al Lahun;Al Lahun, Henna tied with date palm, K 26527;?;?;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,20815833;30,97797222;27;270
Aydhab;The sails could be woven of cotton, palm leaves, or cocnut leaves;c, 1180 AD;1180;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Meyer 1992;P dactylifera;22,33083333;36,49027778;0;0
Barranco de Tirajana;Barranco de Tirajana, Tunte, Gran Canaria, palm fronds (impressions);c, 3,9 Ma BC;-3900000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Anderson et al, 2009;P canariensis;27,89113889;-15,54172778;434;4340
Bat;Bat, Oman, Bronze Age, seeds, stem, leaf fragments, impressions on mud brick;2500-2000 BC;-2300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;24,52237778;56,27739444;477;4770
Berenike;Medinet-el Haras, Sinai, Egypt;275 BC;-275;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Veldmeijer 2010;P dactylifera;23,91823611;35,46934167;7;70
Berenike;Medinet-el Haras, Sinai, Egypt;100 AD;100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Veldmeijer 2010;P dactylifera;23,91823611;35,46934167;7;70
Berenike;Leaf fragments and rope of fibres;c, 250 AD;250;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Fadi 2013;P dactylifera;23,91823611;35,46934167;7;70
Cartagena, minas romanas;Carthago Nova Minas romanas en Carthago Nova, head caps;100 BC;-100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Foto de gorros de ""palmito""";P dactylifera;37,59220278;-0,86040000;32;320
Deir el Medina;Tomba di Kha TT 8 sacco di rete Torino S 08427 RCGE 19354;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Tomba di Kha TT 8 paniere Torino S 08494 RCGE 19328;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Tomba di Kha TT 8 cesta Torino S 08424 RCGE 19416;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Tomba di Kha TT 8 cesta Torino S 08423 RCGE 19415;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Tomba di Kha TT 8 ghirlanda Torino S 08336 RCGE 19452;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Tomba di Kha TT 8 ghirlanda Torino S 08320 RCGE 19824;1300 BC;-1300;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Museo Egizziano Torino;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Shoes 2595 Phoenix straps and reinforcement stitches,,;c, 1400 BC;-1400;0;0;0;0;1;0;0;0;0;0;0;0;0;0;El Hadidi and Hamdy 2011;P dactylifera;25,72810278;32,60121111;114;1140
Deir el Medina;Bags 1475 Phoenix bundle,,;c, 1400 BC;-1400;0;0;0;0;1;0;0;0;0;0;0;0;0;0;El Hadidi and Hamdy 2011;P dactylifera;25,72810278;32,60121111;114;1140
Deir el-Bahari;Tomb of Ramses II, Portion of a wreath with Mimusops, Nymphaea and Phoenix K40729;1100 BC;-1100;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;25,73734722;32,60770278;113;1130
Deir el-Bahari;Sheikh Abd el-Qurna necropolis (Valley of the Nobles), Fibers Phoenix dactylifera E 13430;1550-1077 BC;-1550;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;25,73734722;32,60770278;113;1130
Deir el-Bahari;Sheikh Abd el-Qurna necropolis (Valley of the Nobles), Persea leaves strengthened with strips of date palm E 13484;350-50 BC;-350;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;25,73734722;32,60770278;113;1130
Failaka;Charred date stones, stem and leaf fragments, BAFAILAKA1;2000 BC;-2000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;"Rowley-Conwy 1987 cited by Beech 2003, Nesbitt 1993 a; Willcox and Tengberg 1995, Tengberg 2012";P dactylifera;29,44316111;48,28931111;5;50
Feewat;the roof consisted of a framework of medium-size wooden joist, covered with small branches and palm leaves;c, 900-500 BC;-700;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Mori 2010;P dactylifera;24,95255833;10,08074444;687;6870
Fira / Santorini 1;"And from about 50,000 years ago remains of Tamarix, Pistacia lentiscus
and Phoenix theophrasti (Velitzelos, 1990), Plei-Santorini";48000 BC;-48000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Velitzelos (1990);P theophrasti;36,35173333;25,40367778;28;280
Fira / Santorini 2;The Fira palaeosol has been dated to about 37,000 yr, BP, During the field-work in 1975-1978 only fragments of the pinnate Phoenix-like foliage, casts of the spines, and a single impression of a Phoenix fruit (12 x 5,4 mm) PLEI_FIRA;35000 BC;-35000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Friedrich 1978, Friedrich et al, 1977;P theophrasti;36,41921667;25,43813611;168;1680
Hawara;Hawara, Plaited leaf of Date palm K 40725;?;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Leaves K 26731;?;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Plaited wreath of leaves K 26532 Grave in cemetery;50 BC;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Reed/Rush Sieve Cyperus papyrus and rachis of Phoenix dactylifera K 26528 Grave in cemetery;50 BC;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Part of a wreath with Epilobium flowers, Cyperus, Date palm strings, K 26616 Grave in cemetery;50 BC;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Part of a wreath with Rosa sancta, Date palm strings, K 26761 Grave in cemetery;50 BC;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Hawara, Wreath of folded leaves with Mimusops schimperi, Date palm strings, K 26679 Grave in cemetery;50 BC;-50;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Wreath made of henna twigs, bound by strips of leaves of the date palm BM: EA53929;200 AD;200;0;0;0;0;1;0;0;0;0;0;0;0;0;0;British Museum;P dactylifera;29,27424444;30,89933889;33;330
Hawara;Willow leaves strung from palm fibers E 13656;?;-350;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;29,27424444;30,89933889;33;330
Hili;A high number of carbonized date-stones were recovered Seeds, stem, leaf fragment BA_HILI8_1;3000 to 2500 BC;-3000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Costantini 1995, Fuller and Madella 2001, Tengberg 2012;P dactylifera;24,29270000;55,79410000;267;2670
Jazirat Fara'Un (Coral Island);Three samples from typical baskets and mats were examined microscopically and were identified as Phoenix dactylifera palm leaves and fibers Basket 406/17 the braid of the rim cord were identified as being made of palm leaflets ;c, 750 AD;750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Shimony 1998;P dactylifera;29,46277778;34,86027778;10;100
Jazirat Fara'Un (Coral Island);Three samples from typical baskets and mats were examined microscopically and were identified as Phoenix dactylifera palm leaves and fibers Mat 303/6 this mat is made of palm fibers;c, 750 AD;750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Shimony 1998;P dactylifera;29,46277778;34,86027778;10;100
Jazirat Fara'Un (Coral Island);Three samples from typical baskets and mats were examined microscopically and were identified as Phoenix dactylifera palm leaves and fibers Basket 402/182 This basket is made of palm leaflets;c, 750 AD;750;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Shimony 1998;P dactylifera;29,46277778;34,86027778;10;100
Karnak;Sling made of twisted and plaited date palm fibre BM: AF1889,0701,1;?;?;0;0;0;0;1;0;0;0;0;0;0;0;0;0;British Museum;P dactylifera;25,71887500;32,65728611;79;790
Kh, Mazin;Dead Sea;950-1050 AD;950;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oron et al, 2008;P dactylifera;31,68308333;35,44667778;-415;-4150
Kharga;Kharga Oasis (S Egypt, W of Nile River) The deposits were of Late Pleistocene (14,000 BC) age, dated culturally to Aterian (early Upper Palaeolithic) times… The occurrence of the loam beds, containing carbonized reed-stems, and yielding also fruit stones of a wild date (identified by Mrs, Clement Reid as Phoenix sylvestris (L,) Roxb, )  PLEI_KHARGA;14000 BC;-14000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Caton and Gardner 1932, Gardner 1935;P reclinata;25,43920556;30,55858056;63;630
Konar Sandal;Konar Sandal, Iran, Bronze Age, seeds, stem, leaf fragments;3000-2500 BC;-2700;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;28,44946667;57,77844722;576;5760
Kuntillet Ajrud ;Date palm remains dated c, 500 BC from Kuntillet Ajrud (Finkelstein and Piasetzky 2008) E Sinai Peninsula Semitic, Israeli - Phoenician;500 BC;-500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Finkelstein and Piasetzky 2008;P dactylifera;30,19305556;34,42111111;404;4040
Kush, UAE;Kush, Ras al Khaimah UAE, Sasanian, Islamic, seeds, stem leaf fragments;350-1250 AD;900;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;25,07102500;55,97813889;6;60
Mleiha;Mleihah, Sharjah, UAE, seeds, stem, leaf fragments;500 BC;-500;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Chocarro and Barrón 1999, Tengberg 2012;P dactylifera;25,13021389;7,92986389;153;1530
Muweilah;Muweilah Area, Sharjah, United Arab Emirates, seeds, fruits, stem, leaf fragments;Iron Age;-600;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Magee 1996, Tengberg 2012;P dactylifera;25,22013056;55,50069722;48;480
N of Ein Gedi;Dead Sea;650 BC;-650;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oron et al, 2008, , Hadas et al, 2005;P dactylifera;31,55036389;35,40625278;-415;-4150
Nubia;Two baskets, plant fibres (palm leaves), Christian Period 7th century, Fortress of Abkanarti;610 AD;610;0;0;0;0;1;0;0;0;0;0;0;0;0;0;MANM;P dactylifera;21,81333333;31,27611111;179;1790
Qal’at al Bahrain;Qal’at al Bahrain, Date stones, seeds stem-leaf fragments, impressions on mud brick BA_QALBAH;1475 BC;-1475;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Beech 2003, Nesbitt 1993 a, Tengberg 2012;P dactylifera;26,23342500;50,52037222;11;110
Qedem;Qedem, Dead Sea;650 BC;-650;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oron et al, 2008, , Hadas et al, 2005;P dactylifera;31,50057500;35,39735000;-414;-4140
Qustul;Near Qqasr Ibrahim, Remains of 2 dates strung on twisted fiber cord E 20014;?;-350;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oriental Institute University of Chicago;P dactylifera;22,64829167;32,03344444;182;1820
Saar;The variation in length (10,40 to 19,50 mm) is particularly striking, and is possible that, once large numbers of stones are available for measurement, clusters of different sizes conforming to varieties may become apparent, stems, leaf fragments, phytoliths BA_SAAR1;1800 BC;-1800;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Nesbitt 1993 a, Tengberg, 2012;P dactylifera;26,19666667;50,48555556;14;140
Salut;Salut, Bisyah, Oman Pollen, baskets made of palm leaves Numerous date palm fruits and seeds, fibres;1200-1000 BC;-1200;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Bellini et al, 2011;P dactylifera;22,74744167;57,23281111;435;4350
Samar Springs;Dead Sea;1050-1150 AD;1050;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Oron et al, 2008;P dactylifera;31,59979167;35,41208889;-411;-4110
Saqqara;Saqqara, Head pad K 26796;?;?;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Kew Database;P dactylifera;29,84952222;31,21660000;37;370
Shahr-i-Sokhta;Shahr-i-Sokhta, Iran, Bronze Age, stem, Leaf fragments;2700 BC;-2700;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;30,59527778;61,32638889;488;4880
Sheikh Ibada;Linen bag containing cumin seeds, and fragments of date palm leaves BM: EA53928;600 AD;600;0;0;0;0;1;0;0;0;0;0;0;0;0;0;British Museum;P dactylifera;27,81720000;30,87720000;59;590
