Mints and references;Present day locality;Palm-tree evidence period barycenter;Palm-tree evidence period;Palm groves;Coinages;Date remains;Inflorescence;Leaves;Stems and charcoal;Pollen;Phytoliths;Texts;Pottery;Wood paintings, papyri and scrolls;Jewelry, gold cups and seals;Rock and Wall painting and mosaic;Sculpture (stone, bronze and wood);References;Taxa;Latitude;Long Deg;Long Min;Long Seg;Longitude;Altitude;a10
Qal’at al Bahrain;Qal’at al Bahrain, Date stones, seeds stem-leaf fragments, impressions on mud brick BA_QALBAH;1475 BC;-1475;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Beech 2003, Nesbitt 1993 a, Tengberg 2012;P dactylifera;26,233425;50;31;13,34;50,52037222;11;110
Qumran;Qumran, Israel;233-167 BC;-233;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Broshi and Eshel 2004;P dactylifera;31,74153889;35;27;32,8;35,45911111;-330;-3300
Qumran;Qumran, Israel;233-167 BC;-233;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wagemakers and Taylor 2011;P dactylifera;31,74153889;35;27;32,8;35,45911111;-330;-3300
Saar;The variation in length (10.40 to 19.50 mm) is particularly striking, and is possible that, once large numbers of stones are available for measurement, clusters of different sizes conforming to varieties may become apparent, stems, leaf fragments, phytoliths BA_SAAR1;1800 BC;-1800;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Nesbitt 1993 a, Tengberg, 2012;P dactylifera;26,19666667;50;29;8;50,48555556;14;140
Shahr-i-Sokhta;Shahr-i-Sokhta, Iran, Bronze Age, stem. Leaf fragments;2700 BC;-2700;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;30,59527778;61;19;35;61,32638889;488;4880
Tell Abraq, United Arab Emirates;Several samples of Tell Abraq, United Arab Emirates, contained complete Fruits and charcoal, suggesting accidental burning . Date charcoal and stones . Stem. Leaf fragments, impressions on mud brick BA_TELLABR_1;2200 BC;-2200;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Beech 2003, Willcox and Tengberg 1995, Tengberg 2012;P dactylifera;25,48333333;55;33;0;55,55;6;60
Tell Al-Ubaid;At Al Ubaid in the late Early Dynastic period, palm trunks were used as the cores for mosaic and sheathed columns;c. 2400 BC;-2400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Weiss 1985;P dactylifera;30,97222222;46;1;50;46,03055556;7;70
Tell Al-Ubaid;the remains of palm trunk columns at Al Ubaid in the Early Dynastic III period. Here we found not only frafments of copper plated wooden columns but also palm logs coated with bitumen overlaid by mother of pearl, limestone and shell bitumen mosaic in palm tree mosaic;c. 2400 BC;-2400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;30,97222222;46;1;50;46,03055556;7;70
Tell el Oueili;Tell el-Oueili, Iraq, Neolithic, seeds, stem, leaf fragments;4700-4200 cBC;-4400;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Tengberg 2012;P dactylifera;31,26180278;45;53;38,46;45,89401667;5;50
Ur;there are many interesting examples of mud brick columns intricately fashioned to simulate the imbricated aspect of the palm trunk … More direct evidence is afforded through the practice of ennobling wooden columns by metal (copper sheating) and this metal plating was decorated to resemble a palm trunk. An early example of this technique was discovered at 1st Dynasty Ur;c. 2500 BC;-2500;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Wright 2009;P dactylifera;30,9625;46;6;11;46,10305556;3;30
Ur;The defeat of Nabonidus by Cyrus king of Persia was followed by the systematic destruction of his monuments… Room 3,, from 0.25 m - 1.50 m up there were found quantities of charred palm-wood;c. 540 BC;-540;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Woolley and Mallowan 1962;P dactylifera;30,9625;46;6;11;46,10305556;3;30
Ur;The defeat of Nabonidus by Cyrus king of Persia was followed by the systematic destruction of his monuments… Room 6,, Charred palm-wood between 0.5 and 1.5 m.;c. 540 BC;-540;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Woolley and Mallowan 1962;P dactylifera;30,9625;46;6;11;46,10305556;3;30
Arroyo del Culebro;Arroyo del Culebro, Leganés, Madrid, pollen, Aragoniense Medio;c. 14000000 BC;-14000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Cuevas 2005;Phoenix;40,32752778;-3;-47;-58,42;-3,799561111;683;6830
Failaka;Charred date stones, stem and leaf fragments, BAFAILAKA1;2000 BC;-2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;"Rowley-Conwy 1987 cited by Beech 2003, Nesbitt 1993 a; Willcox and Tengberg 1995, Tengberg 2012";P dactylifera;29,44316111;48;17;21,52;48,28931111;5;50
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c. 7050 BC;-7050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al. 2013;Phoenix;28,14142778;-17;-15;-25,28;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c. 5050 BC;-5050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al. 2013;Phoenix;28,14142778;-17;-15;-25,28;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c. 4050 BC;-4050;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al. 2013;Phoenix;28,14142778;-17;-15;-25,28;-17,25702222;995;9950
Garajonay National Park;Garajonay National Park, La Gomera, Spain, pollen in substantial proportions;c. 1450 AD;1450;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Nogué et al. 2013;Phoenix;28,14142778;-17;-15;-25,28;-17,25702222;995;9950
Georgia;Eocene, pollen of Arecaceae (Phoenix sp.);c. 56 - 34 million yr. BC;-40000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Shatilova et al. 2011;Phoenix;42,19805556;43;22;17;43,37138889;838;8380
La Laguna;La Laguna, Tenerife, pollen;c. 2149 BC;-2149;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2009;Phoenix;28,49588611;-16;-19;-22,73;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c. 1354 BC;-1354;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2009;Phoenix;28,49588611;-16;-19;-22,73;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c. 57 AD;57;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2009;Phoenix;28,49588611;-16;-19;-22,73;-16,32298056;555;5550
La Laguna;La Laguna, Tenerife, pollen;c. 950;950;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2009;Phoenix;28,49588611;-16;-19;-22,73;-16,32298056;555;5550
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c. 2509 BC;-2509;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2015;Phoenix;28,06493611;-15;-33;-51,62;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c. 396 BC;-396;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2015;Phoenix;28,06493611;-15;-33;-51,62;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c. 50 BC;-50;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2015;Phoenix;28,06493611;-15;-33;-51,62;-15,56433889;871;8710
Laguna de Valleseco;Laguna de Valleseco, Valleseco, Gran Canaria, pollen;c. 87 AD;87;0;0;0;0;0;0;1;0;0;0;0;0;0;0;De Nascimento et al. 2015;Phoenix;28,06493611;-15;-33;-51,62;-15,56433889;871;8710
Lake Baringo;Pollen of Arecaceae (Phoenix reclinata);1725 AD;1725;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Kiage and Liu 2009;P reclinata;0,605555556;36;4;12;36,07;976;9760
Lake Baringo;Pollen of Arecaceae (Phoenix reclinata);1675 AD;1675;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Kiage and Liu 2009;P reclinata;0,605555556;36;4;12;36,07;976;9760
Lake Bogoria;Pollen of Arecaceae (Phoenix reclinata);c. 11500 BC;-11500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;0,21;36;6;40;36,11111111;991;9910
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);2002 AD;2002;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al. 2014;P reclinata;-0,150555556;30;9;30;30,15833333;953;9530
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);1910 AD;1910;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al. 2014;P reclinata;-0,150555556;30;9;30;30,15833333;953;9530
Lake Chibwera;Pollen of Arecaceae (Phoenix reclinata);1850 AD;1850;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Semmanda et al. 2014;P reclinata;-0,150555556;30;9;30;30,15833333;953;9530
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c. 2000 BC;-2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al. 2003;P reclinata;-9,333333333;33;45;19;33,75527778;861;8610
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c. 400 AD;400;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al. 2003;P reclinata;-9,333333333;33;45;19;33,75527778;861;8610
Lake Masoko;Pollen of Arecaceae (Phoenix reclinata);c. 1700 AD;1700;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al. 2003;P reclinata;-9,333333333;33;45;19;33,75527778;861;8610
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c. 3200 BC;-3200;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,835555556;12;48;15;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c. 2800 BC;-2800;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,835555556;12;48;15;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c. 2100 BC;-2100;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,835555556;12;48;15;12,80416667;128;1280
Lake Sinnda;Pollen of Arecaceae (Phoenix reclinata);c. 800 AD;800;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Olago 2001;P reclinata;-3,835555556;12;48;15;12,80416667;128;1280
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 500 AD;500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 1000 AD;1000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 1250 AD;1250;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 1500 AD;1500;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 1750 AD;1750;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lake Yoa;Lake Yoa, Ennedi, Chad, Pollen P. dactylifera;c. 2000 AD;2000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Lézine et al. 2011;P dactylifera;19,06788333;20;30;55,21;20,51533611;385;3850
Lokichar Basin;Loperot I exploration pollen of P. reclinata type, 1 in Fossil sample 1086 (lower Miocene below the 12.5 My Auwerwer Basalts)) and 1 in modern sample 88;c. 14000000 BC;-14000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Vincens et al. 2006;Phoenix;2,362777778;35;52;47;35,87972222;615;6150
London;Ypresian (Lower Eocene, c. 56–49 Ma) , pollen of Arecaceae (Phoenix sp.);c. 56 - 49 million yr. BC;-50000000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Chandler 1964;Phoenix;51,50444444;0;-7;-55;-0,131944444;6;60
Matqaah oasis;Pollen of Arecaceae (Phoenix dactylifera) in sediments at Maqta at depths 10-200 cm;c. 56 BC;-56;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Urban and Buerkert 2008;P dactylifera;22,82916667;58;59;56;58,99888889;1205;12050
Salut;Salut, Bisyah, Oman Pollen, baskets made of palm leaves Numerous date palm fruits and seeds, fibres;1200-1000 BC;-1200;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Bellini et al. 2011;P dactylifera;22,74744167;57;13;58,12;57,23281111;435;4350
Awafi lake;Circular crenate phytoliths (Phoenix);c. 6000 BC;-6000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Parker et al. 2004;P dactylifera;25,71583333;55;57;1;55,95027778;6;60
Awafi lake;Circular crenate phytoliths (Phoenix);c. 4500 BC;-4500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Parker et al. 2004;P dactylifera;25,71583333;55;57;1;55,95027778;6;60
Awafi lake;Circular crenate phytoliths (Phoenix);c. 3000 BC;-3000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Parker et al. 2004;P dactylifera;25,71583333;55;57;1;55,95027778;6;60
Awafi lake;Circular crenate phytoliths (Phoenix);c. 2500 BC;-2500;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Parker et al. 2004;P dactylifera;25,71583333;55;57;1;55,95027778;6;60
Chatbari;Chatbari, Bangladesh,Phoenix paludosa pollen;3400 BC;-3400;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Rashid 2014;P dactylifera;23,81681111;90;20;59,92;90,34997778;18;180
Ed Dur;Umm Al-Quwain, United Arab Emirates, phytoliths;50 AD;50;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Vrydaghs et al. 2001, Tengberg 2012;P dactylifera;25,50447222;55;37;11,41;55,61983611;5;50
Failaka;Charred date stones, stem and leaf fragments, BAFAILAKA1;2000 BC;-2000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"Rowley-Conwy 1987 cited by Beech 2003, Nesbitt 1993 a; Willcox and Tengberg 1995, Tengberg 2012";P dactylifera;29,44316111;48;17;21,52;48,28931111;5;50
H3 Sabiyah;H3 Sabiyah. Kuwait, Neolithic seeds, phytoliths;5530-5320 cBC;-5400;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Tengberg 2012;P dactylifera;29,55578611;48;10;8,04;48,1689;3;30
Kush, UAE;Kush, Ras al Khaimah UAE, Sasanian. Circular crenate phytoliths Phase W 02;300-590 AD;450;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Ishida et al. 2003;Phoenix;25,071025;55;58;41,3;55,97813889;6;60
Olduvai gorge FLKN;Globular echinate phytoliths (Palmae);c. 1785000 BC;-1785000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Barboni et al. 2010;P dactylifera;-2,988888889;35;20;53;35,34805556;1427;14270
Olduvai gorge FLKNN;Globular echinate phytoliths (Palmae);c. 1785000 BC;-1785000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Barboni et al. 2010;P dactylifera;-2,988333333;35;20;50;35,34722222;1433;14330
Olduvai gorge HWKE;Globular echinate phytoliths (Palmae);c. 1785000 BC;-1785000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Barboni et al. 2010;P dactylifera;-2,992777778;35;21;12;35,35333333;1419;14190
Saar;The variation in length (10.40 to 19.50 mm) is particularly striking, and is possible that, once large numbers of stones are available for measurement, clusters of different sizes conforming to varieties may become apparent, stems, leaf fragments, phytoliths BA_SAAR1;1800 BC;-1800;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Nesbitt 1993 a, Tengberg, 2012;P dactylifera;26,19666667;50;29;8;50,48555556;14;140
Shanidar III;Shanidar, Zagros, Iran Phytoliths;c. 44000 BC;-44000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Henry et al. 2011;P dactylifera;36,80067778;44;14;37,53;44,24375833;460;4600
Tor Faraj;Globular echinate phytoliths (Phoenix dactylifera) Mousterian levels;c. 45000 BC;-45000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Miller 2003;P dactylifera;29,97472222;35;15;53;35,26472222;1000;10000
Umm al-Qaiwain;Umm al-Qaiwain, Date palm phytoliths have been successfully identified from a layer near the main entrance of a temple  RO_UMM_1;80 BC;-80;0;0;0;0;0;0;0;1;0;0;0;0;0;0;"Beech 2003; Haerinck et al 1998";P dactylifera;25,51943889;55;42;45,71;55,71269722;33;330
Vatpara;Vatpara, Bangladesh,Phoenix paludosa pollen;3300 BC;-3300;0;0;0;0;0;0;0;1;0;0;0;0;0;0;Rashid 2014;P dactylifera;23,86154444;90;15;28,18;90,25782778;12;120
Feewat;Feewat - Fewet, Wadi Tanezzuft, Ghat, Libya;400 BC-750 AD;-400;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Mercuri et al. 2009;P dactylifera;24,95255833;10;4;50,68;10,08074444;687;6870
Kharga;The water thus obtained makes possible the existence of a few moderate groves of date palm and of some gardens;1912 AD;1912;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Hrdlicka 1912;P dactylifera;25,43920556;30;33;30,89;30,55858056;63;630
Kharga;"It is built of mud and sun-dried bricks; the posts of the dwellings are of palmwood, the ceilings of palm leaf ribs and mud";1912 AD;1912;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Hrdlicka 1912;P dactylifera;25,43920556;30;33;30,89;30,55858056;63;630
Uruk;The Royal Commisioner of Eanna… A Neo Babylonian temple report:… two thosand loads of branches of date palms … the Dilmun-dates which..;c. 539-525 BC;-530;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Al Khalifa and Rice 1986;P dactylifera;39,32439167;45;38;19,64;45,63878889;23;230
SW Arabia, Arabia Felix;Arabia Felix (Strabo GE. 16.4.2.). Tyros island (Pliny 12.23.40) (Tylos, Bahrain?). The Minaei (Pliny 6.32.161.). The land of Aretas… a few palm-trees (Strabo GE. 16.4.24.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Al Khalifa and Rice 1986;P dactylifera;17,01298889;54;8;20,86;54,13912778;7;70
Tylos, Bahrain, Arabia;Arabia Felix (Strabo GE. 16.4.2.). Tyros island (Pliny 12.23.40) (Tylos, Bahrain?). The Minaei (Pliny 6.32.161.). The land of Aretas… a few palm-trees (Strabo GE. 16.4.24.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Al Khalifa and Rice 1986;P dactylifera;26,09274722;50;32;59,07;50,54974167;30;300
Hormuz, Arabia;The island of Ogyris (Hormuz?) lies in the high sea at a distance of two thousand stadia from Carmania, and that on it is to be seen the grave of Erythras, a large mound planted with wild palm-trees… (Strabo GE. 16.3.5.);c. 10 AD;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Smith Dictionary;P dactylifera;27,08302222;56;27;52,01;56,46444722;12;120
Alexandria and Delta, Egypt;"Egypt (Dioscorides MM. 1.148.). Delta and Alexandria, fruit that is not good to eat; but the palm-tree in the Thebaid is better than any of the rest (Strabo GE. 17.1.51.) The date of the Thebaid is packed into casks at once (Pliny NH. 13.9.47.)";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;31,165;30;3;54;30,065;-2;-20
Thebaid (Luxor), Egypt;"Egypt (Dioscorides MM. 1.148.). Delta and Alexandria, fruit that is not good to eat; but the palm-tree in the Thebaid is better than any of the rest (Strabo GE. 17.1.51.) The date of the Thebaid is packed into casks at once (Pliny NH. 13.9.47.)";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;25,67573056;32;38;19,51;32,63875278;80;800
Delos;A young palm-tree seen by Odysseus at Delos by Apollo’s sanctuary (Homer, OD. 6.163, OD. 6.200.). Hellas it does not even ripen its fruit, and in some places it does not even produce any (Theophrastus EI. 1.5.2., EI. 2.2.10., EI. 3.3.5.).;c. 700 BC;-700;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;37,39333333;25;16;16;25,27111111;29;290
Hellas (Epidauros port?), Greece;A young palm-tree seen by Odysseus at Delos by Apollo’s sanctuary (Homer, OD. 6.163, OD. 6.200.). Hellas it does not even ripen its fruit, and in some places it does not even produce any (Theophrastus EI. 1.5.2., EI. 2.2.10., EI. 3.3.5.).;c. 300 BC;-300;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;37,62271667;23;9;6,6;23,15183333;8;80
Crete;Double and threefold stemmed palms of Crete (Theophrastus EI. 2.6.9.). In Crete even three, and some even five stems (Pliny NH. 13.8.38).;c. 300 BC - c. 50 AD;-300;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;35,25524722;26;15;42,55;26,26181944;1;10
Pompeii;It is true that there are also palms in Europe, and they are common in Italy, but these are barren. There are none in Italy not grown under cultivation (Pliny NH. 13.6.26.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;40,75083333;14;29;10,77;14,486325;36;360
Rome;In the Temple of Fortuna Primigenia on the Quirinal, a palm-tree sprang up in the temple precint. Reported by T.Marcius Figulus, a palm-tree had sprung up in the inner court of his house (Titus Livius HR. 43.13.). ;c. 10 AD;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;41,91415278;12;30;44,22;12,51228333;21;210
Sdot Yam, Judaea;Judaea (Strabo GE. 17.1.51.) But Judaea is even more famous for its palm-trees (Pliny NH. 13.6.26.). The palm-groves are tall and graceful (Tacitus H. 5.6.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;32,5;34;54;0;34,9;15;150
Jericho, Judaea;"Jericho. Here is the Phoenicon, though it consists mostly of palm-trees; it is one hundred stadia in length, and is everywhere watered with streams and full of dwellings (Strabo GE. 16.2.41.). The district of Jericho has numerous palm-groves and springs of water (Pliny 5.15.70.). Jericho, is the most fruitful country of Judea, which bears a vast number of palm-trees (Flavius Josephus WJ. 1.138.). ";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;31,85715833;35;27;37,72;35,46047778;255;2550
Ein Gedi, Judaea;On the west side of the Dead Sea is the solitary tribe of the Essenes and has only palm-tress for company. Lying below the Essenes was formerly the town of Engedi. Second only to Jerusalem in the fertility of its land and in groves of palm-trees  (Pliny 5.15.73,);c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;31,45152222;35;22;55,83;35,382175;-281;-2810
Libya s.l. ;Nasamonian district and near the temple of Zeus Ammon (Theophrastus EI. 4.3.1.). Deep in the interior above the Syrtis and Cyrenaica, being productive of palm-trees and also well supplied with water. It lies above Cyrenaea to the south (Strabo GE. 17.3.23.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;29,05470833;21;29;9,17;21,48588056;38;380
Libya s.l. ;The interior of Africa as far as the Garamantes (Garama) and the desert is covered with palms remarkable for their size and their luscious fruit, the most celebrated being in the neighbourhood of the temple of Ammon (Karnak, Egypt?) (Pliny NH. 13.32.112.);c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;29,05470833;21;29;9,17;21,48588056;38;380
Gabès;Taeape (Ghabés), in the middle of the desert… Here underneath palms of exceptional size (Pliny NH. 18.50.188.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;33,88778056;10;5;20,62;10,08906111;10;100
Ziz, Atlas, Morocco;"The Atlas; and that in the neighbourhood are traces of the land having formerly been inhabited remains of vineyards and palm-groves (Pliny 5.1.13.)";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;31,68663056;4;11;26,34;4,19065;897;8970
Draa, Atlas, Morocco;"The Atlas; and that in the neighbourhood are traces of the land having formerly been inhabited remains of vineyards and palm-groves (Pliny 5.1.13.)";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;30,34613333;-5;-49;-44,46;-5,829016667;727;7270
Figuig;"The Atlas; and that in the neighbourhood are traces of the land having formerly been inhabited remains of vineyards and palm-groves (Pliny 5.1.13.)";c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;36,10161389;-1;-13;-52,82;-1,231338889;864;8640
Ctesiphon, Mesopotamia;The town of Ctesiphon containing not only palm groves but also olives and orchards (Pliny 6.31.131.).;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;33,09361111;44;34;50;44,58055556;34;340
Babylon, Mesopotamia;"At Babylon palms from Hellas would become fruitful (Theophrastus EI. 2.2.6.). The palm is a very common plant in this country, and generally fruitful (Herodotus H. 1.193.) The dates in Assyria do not keep (Pliny NH. 13.9.49.). The palm is most abundant in Babylonia (Strabo GE. 16.1.5.) Its other needs are supplied by the palm-tree; for this tree yields bread, wine, vinegar, honey, and meal; and all kinds of woven articles are supplied by that tree; and the bronze-smiths use the stones of the fruit instead of charcoal; and when soaked in water these stones are used as food for oxen and sheep which are being fattened (Strabo GE. 16.1.14.)";c. 300 BC - 50 AD;-300;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;32,53638889;44;25;15;44,42083333;39;390
Susa, Persia;The palm is found in abundance in Susa and on the coast of Persis and Carmania (Strabo GE. 16.1.5.). ;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;32,19055556;48;15;28;48,25777778;70;700
Judaea through Phoenicia;The Phoenicon, which alone has the caryotic palm (but referring to Judaea)… (Strabo GE. 16.2.41.) (Palm groves are not explicitly cited from Phoenicia, therefore Phoenicians never cultivated date-palm although presumably commercialized dates and date-wine).;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;31,85715833;35;27;37,72;35,46047778;255;2550
Syracuse, Sicily;At the time of the Athenian misfortunes in Sicily, the golden dates were dropping from the palm-tree and ravens were pecking off the edge of the shield of Pallas Athena (Plutarch DP. 8.).;c. 300 BC;-300;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;37,07603611;15;17;8,74;15,28576111;27;270
Croton (Crotone, Calabria);"As a matter of fact most of the Pythagorean precepts do not at all fall short of the writings that are called hieroglyphs; such, for examples; as these: “Do not lop off the shoots of a palm-tree”… (Plutarch IO. 10.)";c. 300 BC;-300;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;39,08373611;17;7;16,39;17,12121944;13;130
Elche, Spain;In the coastal regions of Spain they do bear fruit, but it does not ripen, and in Africa the fruit is sweet but will not keep for any time (Pliny NH. 13.6.26.).;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;38,27328333;0;-41;-47,61;-0,696558333;91;910
Murcia, Spain;In the coastal regions of Spain they do bear fruit, but it does not ripen, and in Africa the fruit is sweet but will not keep for any time (Pliny NH. 13.6.26.).;c. 50 AD;50;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;P dactylifera;37,98453611;-1;-7;-8,14;-1,118927778;40;400
